invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_revenue,profit,dates,,category,avg rating,,
9187,WALM099,Weatherford,Home and lifestyle,48,3,0021-10-18,13:43:00,Cash,6,0.18,144,25.92,0021-10-18,,,,,
9188,WALM029,Round Rock,Fashion accessories,54,3,0021-02-09,11:42:00,Cash,6,0.48,162,77.76,0021-02-09,,,,,
9189,WALM058,Port Arthur,Home and lifestyle,37,1,0021-05-12,09:00:00,Cash,3,0.33,37,12.21,0021-05-12,,,,,
9190,WALM089,Southlake,Fashion accessories,33,2,0020-04-23,09:34:00,Cash,4,0.33,66,21.78,0020-04-23,,,,,
9191,WALM099,Weatherford,Home and lifestyle,74,2,0023-01-29,07:51:00,Cash,7,0.18,148,26.64,0023-01-29,,,,,
9192,WALM038,Sugar Land,Fashion accessories,34,2,0023-09-08,08:33:00,Cash,3,0.48,68,32.64,0023-09-08,,,,,
9193,WALM038,Sugar Land,Home and lifestyle,63,2,0020-04-04,06:30:00,Cash,4,0.48,126,60.48,0020-04-04,,,,,
9194,WALM054,Sherman,Fashion accessories,39,3,0020-04-19,07:21:00,Cash,7,0.33,117,38.61,0020-04-19,,,,,
9195,WALM046,Temple,Home and lifestyle,57,1,0021-08-28,07:59:00,Cash,6,0.48,57,27.36,0021-08-28,,,,,
9196,WALM025,Waco,Fashion accessories,51,2,0020-02-19,14:02:00,Cash,4,0.48,102,48.96,0020-02-19,,,,,
9197,WALM082,Weslaco,Home and lifestyle,40,2,0021-03-02,14:40:00,Cash,4,0.33,80,26.4,0021-03-02,,,,,
9198,WALM087,Waxahachie,Fashion accessories,30,1,0022-11-01,11:11:00,Cash,5,0.33,30,9.9,0022-11-01,,,,,
9199,WALM087,Waxahachie,Home and lifestyle,39,1,0023-08-05,16:43:00,Cash,7,0.33,39,12.87,0023-08-05,,,,,
9200,WALM069,Rockwall,Fashion accessories,68,2,0021-11-18,06:24:00,Cash,5,0.33,136,44.88,0021-11-18,,,,,
9201,WALM084,Schertz,Home and lifestyle,51,3,0020-12-07,06:53:00,Cash,7,0.33,153,50.49,0020-12-07,,,,,
9202,WALM030,Richardson,Fashion accessories,19,2,0022-01-14,16:32:00,Cash,6,0.48,38,18.24,0022-01-14,,,,,
9203,WALM035,San Angelo,Home and lifestyle,83,2,0021-12-28,14:41:00,Cash,3,0.48,166,79.68,0021-12-28,,,,,
9204,WALM009,Plano,Fashion accessories,44,2,0020-06-20,14:15:00,Cash,6,0.48,88,42.24,0020-06-20,,,,,
9205,WALM009,Plano,Home and lifestyle,46,3,0020-11-01,10:00:00,Cash,5,0.48,138,66.24,0020-11-01,,,,,
9206,WALM035,San Angelo,Fashion accessories,45,3,0021-01-18,14:29:00,Cash,5,0.48,135,64.8,0021-01-18,,,,,
9207,WALM054,Sherman,Home and lifestyle,76,2,0022-03-27,13:00:00,Cash,3,0.21,152,31.92,0022-03-27,,,,,
9208,WALM009,Plano,Fashion accessories,61,2,0021-05-16,11:44:00,Cash,4,0.48,122,58.56,0021-05-16,,,,,
9209,WALM050,Victoria,Home and lifestyle,35,3,0022-01-17,06:56:00,Credit card,4,0.48,105,50.4,0022-01-17,,,,,
9210,WALM075,San Marcos,Fashion accessories,52,3,0020-04-05,10:16:00,Cash,3,0.33,156,51.48,0020-04-05,,,,,
9211,WALM055,Waxahachie,Home and lifestyle,46,2,0022-06-20,10:43:00,Cash,4,0.33,92,30.36,0022-06-20,,,,,
9212,WALM030,Richardson,Fashion accessories,36,2,0020-03-07,07:25:00,Cash,3,0.48,72,34.56,0020-03-07,,,,,
9213,WALM046,Temple,Home and lifestyle,78,3,0021-03-18,09:23:00,Cash,6,0.48,234,112.32,0021-03-18,,,,,
9214,WALM087,Waxahachie,Fashion accessories,23,3,0022-02-16,13:35:00,Cash,4,0.33,69,22.77,0022-02-16,,,,,
9215,WALM009,Plano,Home and lifestyle,74,3,0023-11-05,16:03:00,Cash,4,0.48,222,106.56,0023-11-05,,,,,
9216,WALM058,Port Arthur,Fashion accessories,71,1,0022-02-05,07:43:00,Cash,6,0.33,71,23.43,0022-02-05,,,,,
9217,WALM055,Waxahachie,Home and lifestyle,45,3,0020-11-28,13:02:00,Cash,5,0.33,135,44.55,0020-11-28,,,,,
9218,WALM003,San Antonio,Fashion accessories,79,2,0021-06-28,13:16:00,Cash,3,0.48,158,75.84,0021-06-28,,,,,
9219,WALM075,San Marcos,Home and lifestyle,60,1,0021-01-11,11:16:00,Cash,7,0.33,60,19.8,0021-01-11,,,,,
9220,WALM046,Temple,Fashion accessories,58,2,0021-05-07,09:18:00,Cash,3,0.48,116,55.68,0021-05-07,,,,,
9221,WALM065,Texas City,Home and lifestyle,27,1,0023-08-01,13:56:00,Cash,4,0.33,27,8.91,0023-08-01,,,,,
9222,WALM086,Rosenberg,Fashion accessories,69,1,0020-12-21,10:19:00,Cash,5,0.33,69,22.77,0020-12-21,,,,,
9223,WALM046,Temple,Home and lifestyle,55,1,0023-11-11,08:09:00,Cash,4,0.48,55,26.4,0023-11-11,,,,,
9224,WALM058,Port Arthur,Fashion accessories,79,2,0021-05-03,09:56:00,Cash,6,0.33,158,52.14,0021-05-03,,,,,
9225,WALM035,San Angelo,Home and lifestyle,52,2,0021-11-20,07:55:00,Cash,6,0.48,104,49.92,0021-11-20,,,,,
9226,WALM056,Rowlett,Fashion accessories,56,1,0021-08-13,15:25:00,Cash,4,0.33,56,18.48,0021-08-13,,,,,
9227,WALM087,Waxahachie,Home and lifestyle,35,1,0020-08-14,16:42:00,Cash,6,0.33,35,11.55,0020-08-14,,,,,
9228,WALM030,Richardson,Fashion accessories,23,3,0022-11-30,13:40:00,Cash,7,0.48,69,33.12,0022-11-30,,,,,
9229,WALM082,Weslaco,Home and lifestyle,23,2,0021-07-18,09:11:00,Cash,7,0.33,46,15.18,0021-07-18,,,,,
9230,WALM038,Sugar Land,Fashion accessories,38,1,0021-04-27,15:15:00,Cash,7,0.48,38,18.24,0021-04-27,,,,,
9231,WALM029,Round Rock,Home and lifestyle,37,2,0021-01-12,14:17:00,Cash,5,0.48,74,35.52,0021-01-12,,,,,
9232,WALM074,Weslaco,Fashion accessories,79,3,0022-05-22,13:23:00,Cash,6,0.33,237,78.21,0022-05-22,,,,,
9233,WALM054,Sherman,Home and lifestyle,71,1,0023-08-03,13:38:00,Cash,7,0.21,71,14.91,0023-08-03,,,,,
9234,WALM054,Sherman,Fashion accessories,59,1,0022-08-29,10:21:00,Cash,4,0.33,59,19.47,0022-08-29,,,,,
9235,WALM084,Schertz,Home and lifestyle,21,1,0020-10-14,14:29:00,Cash,5,0.33,21,6.93,0020-10-14,,,,,
9236,WALM058,Port Arthur,Fashion accessories,68,3,0023-09-16,08:49:00,Cash,7,0.33,204,67.32,0023-09-16,,,,,
9237,WALM099,Weatherford,Home and lifestyle,41,2,0022-12-16,10:07:00,Cash,4,0.18,82,14.76,0022-12-16,,,,,
9238,WALM038,Sugar Land,Fashion accessories,71,3,0023-08-21,08:23:00,Cash,7,0.48,213,102.24,0023-08-21,,,,,
9239,WALM050,Victoria,Home and lifestyle,84,1,0020-04-20,08:43:00,Credit card,5,0.48,84,40.32,0020-04-20,,,,,
9240,WALM099,Weatherford,Fashion accessories,26,2,0023-08-28,16:43:00,Cash,3,0.18,52,9.36,0023-08-28,,,,,
9241,WALM099,Weatherford,Home and lifestyle,70,2,0023-06-21,14:03:00,Cash,4,0.18,140,25.2,0023-06-21,,,,,
9242,WALM089,Southlake,Fashion accessories,79,3,0023-07-17,09:32:00,Cash,7,0.33,237,78.21,0023-07-17,,,,,
9243,WALM086,Rosenberg,Home and lifestyle,31,3,0022-09-19,06:46:00,Cash,7,0.33,93,30.69,0022-09-19,,,,,
9244,WALM046,Temple,Fashion accessories,54,1,0021-05-24,09:19:00,Cash,4,0.48,54,25.92,0021-05-24,,,,,
9245,WALM035,San Angelo,Home and lifestyle,76,1,0022-05-19,07:39:00,Cash,6,0.48,76,36.48,0022-05-19,,,,,
9246,WALM046,Temple,Fashion accessories,63,1,0020-05-27,13:33:00,Cash,5,0.48,63,30.24,0020-05-27,,,,,
9247,WALM032,Tyler,Home and lifestyle,60,1,0022-12-01,11:19:00,Cash,7,0.48,60,28.8,0022-12-01,,,,,
9248,WALM055,Waxahachie,Fashion accessories,30,2,0021-11-23,16:10:00,Cash,3,0.33,60,19.8,0021-11-23,,,,,
9249,WALM099,Weatherford,Home and lifestyle,28,2,0020-10-01,08:05:00,Cash,5,0.18,56,10.08,0020-10-01,,,,,
9250,WALM054,Sherman,Fashion accessories,50,3,0020-08-29,11:45:00,Cash,5,0.33,150,49.5,0020-08-29,,,,,
9251,WALM082,Weslaco,Home and lifestyle,37,3,0021-09-14,08:32:00,Cash,3,0.33,111,36.63,0021-09-14,,,,,
9252,WALM086,Rosenberg,Fashion accessories,41,3,0023-05-01,06:26:00,Cash,7,0.33,123,40.59,0023-05-01,,,,,
9253,WALM065,Texas City,Home and lifestyle,79,3,0020-05-07,11:06:00,Cash,4,0.33,237,78.21,0020-05-07,,,,,
9254,WALM087,Waxahachie,Fashion accessories,25,3,0022-04-05,13:29:00,Cash,5,0.33,75,24.75,0022-04-05,,,,,
9255,WALM050,Victoria,Home and lifestyle,85,3,0023-12-08,15:11:00,Credit card,7,0.48,255,122.4,0023-12-08,,,,,
9256,WALM087,Waxahachie,Fashion accessories,29,3,0020-06-04,14:02:00,Cash,4,0.33,87,28.71,0020-06-04,,,,,
9257,WALM054,Sherman,Home and lifestyle,36,3,0023-06-15,07:35:00,Cash,3,0.21,108,22.68,0023-06-15,,,,,
9258,WALM082,Weslaco,Fashion accessories,42,1,0023-08-15,14:20:00,Cash,7,0.33,42,13.86,0023-08-15,,,,,
9259,WALM087,Waxahachie,Home and lifestyle,44,2,0022-10-30,13:54:00,Cash,6,0.33,88,29.04,0022-10-30,,,,,
9260,WALM025,Waco,Fashion accessories,69,3,0021-02-13,10:23:00,Cash,6,0.48,207,99.36,0021-02-13,,,,,
9261,WALM030,Richardson,Home and lifestyle,67,2,0020-12-11,11:12:00,Cash,3,0.48,134,64.32,0020-12-11,,,,,
9262,WALM069,Rockwall,Fashion accessories,60,1,0023-09-24,13:56:00,Cash,5,0.33,60,19.8,0023-09-24,,,,,
9263,WALM055,Waxahachie,Home and lifestyle,32,2,0020-11-17,14:46:00,Cash,7,0.33,64,21.12,0020-11-17,,,,,
9264,WALM032,Tyler,Fashion accessories,71,1,0020-06-09,11:25:00,Cash,6,0.48,71,34.08,0020-06-09,,,,,
9265,WALM056,Rowlett,Home and lifestyle,34,2,0023-04-15,07:58:00,Cash,4,0.33,68,22.44,0023-04-15,,,,,
9266,WALM075,San Marcos,Fashion accessories,28,2,0022-08-05,12:14:00,Cash,5,0.33,56,18.48,0022-08-05,,,,,
9267,WALM082,Weslaco,Home and lifestyle,75,2,0020-10-04,07:25:00,Cash,7,0.33,150,49.5,0020-10-04,,,,,
9268,WALM074,Weslaco,Fashion accessories,70,2,0021-04-07,15:49:00,Cash,7,0.33,140,46.2,0021-04-07,,,,,
9269,WALM050,Victoria,Home and lifestyle,79,3,0023-05-07,16:29:00,Credit card,6,0.48,237,113.76,0023-05-07,,,,,
9270,WALM050,Victoria,Fashion accessories,80,1,0022-08-26,12:35:00,Credit card,4,0.48,80,38.4,0022-08-26,,,,,
9271,WALM082,Weslaco,Home and lifestyle,20,3,0020-07-05,10:19:00,Cash,4,0.33,60,19.8,0020-07-05,,,,,
9272,WALM030,Richardson,Fashion accessories,28,1,0023-09-17,12:15:00,Cash,4,0.48,28,13.44,0023-09-17,,,,,
9273,WALM075,San Marcos,Home and lifestyle,66,1,0021-01-16,09:22:00,Cash,4,0.33,66,21.78,0021-01-16,,,,,
9274,WALM032,Tyler,Fashion accessories,33,2,0023-04-30,08:00:00,Cash,7,0.48,66,31.68,0023-04-30,,,,,
9275,WALM054,Sherman,Home and lifestyle,65,1,0023-01-28,15:11:00,Cash,5,0.21,65,13.65,0023-01-28,,,,,
9276,WALM082,Weslaco,Fashion accessories,43,1,0023-07-04,12:55:00,Cash,7,0.33,43,14.19,0023-07-04,,,,,
9277,WALM035,San Angelo,Home and lifestyle,37,2,0020-12-27,12:57:00,Cash,5,0.48,74,35.52,0020-12-27,,,,,
9278,WALM025,Waco,Fashion accessories,84,2,0020-09-21,16:34:00,Cash,7,0.48,168,80.64,0020-09-21,,,,,
9279,WALM084,Schertz,Home and lifestyle,66,1,0023-04-03,10:56:00,Cash,7,0.33,66,21.78,0023-04-03,,,,,
9280,WALM003,San Antonio,Fashion accessories,18,3,0020-07-28,15:22:00,Cash,7,0.48,54,25.92,0020-07-28,,,,,
9281,WALM075,San Marcos,Home and lifestyle,71,3,0023-06-20,11:57:00,Cash,4,0.33,213,70.29,0023-06-20,,,,,
9282,WALM025,Waco,Fashion accessories,57,1,0023-11-26,08:10:00,Cash,7,0.48,57,27.36,0023-11-26,,,,,
9283,WALM046,Temple,Home and lifestyle,55,1,0023-08-23,14:45:00,Cash,3,0.48,55,26.4,0023-08-23,,,,,
9284,WALM009,Plano,Fashion accessories,24,3,0021-09-20,08:19:00,Cash,7,0.48,72,34.56,0021-09-20,,,,,
9285,WALM082,Weslaco,Home and lifestyle,22,3,0022-08-17,14:56:00,Cash,3,0.33,66,21.78,0022-08-17,,,,,
9286,WALM046,Temple,Fashion accessories,75,2,0022-07-24,16:26:00,Cash,6,0.48,150,72,0022-07-24,,,,,
9287,WALM073,Seguin,Home and lifestyle,45,1,0020-06-04,08:18:00,Cash,5,0.33,45,14.85,0020-06-04,,,,,
9288,WALM069,Rockwall,Fashion accessories,29,3,0020-07-31,15:05:00,Cash,5,0.33,87,28.71,0020-07-31,,,,,
9289,WALM073,Seguin,Home and lifestyle,19,1,0023-06-26,10:26:00,Cash,7,0.33,19,6.27,0023-06-26,,,,,
9290,WALM054,Sherman,Fashion accessories,34,3,0022-11-27,16:38:00,Cash,6,0.33,102,33.66,0022-11-27,,,,,
9291,WALM025,Waco,Home and lifestyle,63,1,0022-10-09,14:41:00,Cash,3,0.48,63,30.24,0022-10-09,,,,,
9292,WALM035,San Angelo,Fashion accessories,64,3,0023-06-23,11:01:00,Cash,4,0.48,192,92.16,0023-06-23,,,,,
9293,WALM086,Rosenberg,Home and lifestyle,56,3,0021-03-01,13:19:00,Cash,7,0.33,168,55.44,0021-03-01,,,,,
9294,WALM009,Plano,Fashion accessories,54,1,0023-06-07,10:21:00,Cash,6,0.48,54,25.92,0023-06-07,,,,,
9295,WALM089,Southlake,Home and lifestyle,85,3,0021-01-11,12:16:00,Cash,3,0.33,255,84.15,0021-01-11,,,,,
9296,WALM025,Waco,Fashion accessories,29,2,0021-11-03,16:33:00,Cash,6,0.48,58,27.84,0021-11-03,,,,,
9297,WALM074,Weslaco,Home and lifestyle,24,3,0023-11-05,07:33:00,Cash,6,0.33,72,23.76,0023-11-05,,,,,
9298,WALM089,Southlake,Fashion accessories,18,1,0022-07-02,16:08:00,Cash,4,0.33,18,5.94,0022-07-02,,,,,
9299,WALM035,San Angelo,Home and lifestyle,37,3,0020-11-26,13:21:00,Cash,4,0.48,111,53.28,0020-11-26,,,,,
9300,WALM075,San Marcos,Fashion accessories,68,1,0021-02-12,11:56:00,Cash,3,0.33,68,22.44,0021-02-12,,,,,
9301,WALM084,Schertz,Home and lifestyle,41,2,0021-04-13,14:09:00,Cash,4,0.33,82,27.06,0021-04-13,,,,,
9302,WALM075,San Marcos,Fashion accessories,59,3,0022-11-04,15:39:00,Cash,6,0.33,177,58.41,0022-11-04,,,,,
9303,WALM035,San Angelo,Home and lifestyle,73,1,0023-10-05,16:30:00,Cash,4,0.48,73,35.04,0023-10-05,,,,,
9304,WALM075,San Marcos,Fashion accessories,74,2,0023-05-02,08:48:00,Cash,4,0.33,148,48.84,0023-05-02,,,,,
9305,WALM032,Tyler,Home and lifestyle,78,3,0020-01-24,11:34:00,Cash,7,0.48,234,112.32,0020-01-24,,,,,
9306,WALM099,Weatherford,Fashion accessories,55,3,0022-05-10,10:43:00,Cash,5,0.18,165,29.7,0022-05-10,,,,,
9307,WALM082,Weslaco,Home and lifestyle,45,3,0021-02-22,13:06:00,Cash,5,0.33,135,44.55,0021-02-22,,,,,
9308,WALM056,Rowlett,Fashion accessories,65,3,0023-12-15,07:36:00,Cash,5,0.33,195,64.35,0023-12-15,,,,,
9309,WALM099,Weatherford,Home and lifestyle,19,2,0023-09-19,14:56:00,Cash,7,0.18,38,6.84,0023-09-19,,,,,
9310,WALM058,Port Arthur,Fashion accessories,54,3,0022-09-10,07:30:00,Cash,3,0.33,162,53.46,0022-09-10,,,,,
9311,WALM074,Weslaco,Home and lifestyle,74,1,0020-02-23,13:30:00,Cash,4,0.33,74,24.42,0020-02-23,,,,,
9312,WALM074,Weslaco,Fashion accessories,44,3,0022-10-22,09:06:00,Cash,3,0.33,132,43.56,0022-10-22,,,,,
9313,WALM069,Rockwall,Home and lifestyle,21,3,0023-01-18,09:11:00,Cash,4,0.33,63,20.79,0023-01-18,,,,,
9314,WALM029,Round Rock,Fashion accessories,38,1,0020-07-09,10:33:00,Cash,6,0.48,38,18.24,0020-07-09,,,,,
9315,WALM075,San Marcos,Home and lifestyle,82,3,0021-02-09,09:15:00,Cash,5,0.33,246,81.18,0021-02-09,,,,,
9316,WALM029,Round Rock,Fashion accessories,74,1,0023-10-26,12:34:00,Cash,4,0.48,74,35.52,0023-10-26,,,,,
9317,WALM029,Round Rock,Home and lifestyle,21,2,0022-06-17,09:32:00,Cash,5,0.48,42,20.16,0022-06-17,,,,,
9318,WALM069,Rockwall,Fashion accessories,76,1,0023-12-23,10:13:00,Cash,3,0.33,76,25.08,0023-12-23,,,,,
9319,WALM069,Rockwall,Home and lifestyle,16,1,0023-07-03,12:50:00,Cash,3,0.33,16,5.28,0023-07-03,,,,,
9320,WALM025,Waco,Fashion accessories,76,3,0023-08-20,06:30:00,Cash,7,0.48,228,109.44,0023-08-20,,,,,
9321,WALM025,Waco,Home and lifestyle,53,1,0022-07-02,12:06:00,Cash,6,0.48,53,25.44,0022-07-02,,,,,
9322,WALM075,San Marcos,Fashion accessories,81,1,0021-11-27,11:27:00,Cash,6,0.33,81,26.73,0021-11-27,,,,,
9323,WALM055,Waxahachie,Home and lifestyle,47,2,0021-09-22,11:30:00,Cash,5,0.33,94,31.02,0021-09-22,,,,,
9324,WALM082,Weslaco,Fashion accessories,75,1,0022-04-15,10:33:00,Cash,3,0.33,75,24.75,0022-04-15,,,,,
9325,WALM086,Rosenberg,Home and lifestyle,15,3,0021-05-10,16:45:00,Cash,6,0.33,45,14.85,0021-05-10,,,,,
9326,WALM055,Waxahachie,Fashion accessories,58,2,0023-09-20,06:59:00,Cash,7,0.33,116,38.28,0023-09-20,,,,,
9327,WALM003,San Antonio,Home and lifestyle,71,2,0021-01-24,11:57:00,Cash,5,0.48,142,68.16,0021-01-24,,,,,
9328,WALM025,Waco,Fashion accessories,62,1,0021-11-03,10:00:00,Cash,7,0.48,62,29.76,0021-11-03,,,,,
9329,WALM056,Rowlett,Home and lifestyle,57,1,0020-09-23,07:20:00,Cash,3,0.33,57,18.81,0020-09-23,,,,,
9330,WALM046,Temple,Fashion accessories,59,3,0021-07-02,10:12:00,Cash,4,0.48,177,84.96,0021-07-02,,,,,
9331,WALM082,Weslaco,Home and lifestyle,17,3,0022-12-13,12:18:00,Cash,4,0.33,51,16.83,0022-12-13,,,,,
9332,WALM099,Weatherford,Fashion accessories,56,1,0023-07-18,11:00:00,Cash,7,0.18,56,10.08,0023-07-18,,,,,
9333,WALM054,Sherman,Home and lifestyle,68,3,0020-05-22,07:34:00,Cash,7,0.21,204,42.84,0020-05-22,,,,,
9334,WALM056,Rowlett,Fashion accessories,61,3,0021-04-09,08:56:00,Cash,5,0.33,183,60.39,0021-04-09,,,,,
9335,WALM029,Round Rock,Home and lifestyle,24,3,0023-05-02,07:06:00,Cash,4,0.48,72,34.56,0023-05-02,,,,,
9336,WALM009,Plano,Fashion accessories,72,2,0023-08-10,09:51:00,Cash,4,0.48,144,69.12,0023-08-10,,,,,
9337,WALM089,Southlake,Home and lifestyle,36,1,0021-06-27,11:54:00,Cash,5,0.33,36,11.88,0021-06-27,,,,,
9338,WALM029,Round Rock,Fashion accessories,19,1,0020-10-02,14:18:00,Cash,6,0.48,19,9.12,0020-10-02,,,,,
9339,WALM074,Weslaco,Home and lifestyle,50,1,0021-03-23,06:34:00,Cash,7,0.33,50,16.5,0021-03-23,,,,,
9340,WALM069,Rockwall,Fashion accessories,83,2,0020-05-24,11:08:00,Cash,3,0.33,166,54.78,0020-05-24,,,,,
9341,WALM086,Rosenberg,Home and lifestyle,84,2,0020-01-27,12:23:00,Cash,3,0.33,168,55.44,0020-01-27,,,,,
9342,WALM082,Weslaco,Fashion accessories,80,1,0021-05-07,10:29:00,Cash,7,0.33,80,26.4,0021-05-07,,,,,
9343,WALM086,Rosenberg,Home and lifestyle,19,2,0021-04-26,09:14:00,Cash,7,0.33,38,12.54,0021-04-26,,,,,
9344,WALM073,Seguin,Fashion accessories,69,1,0022-09-08,13:23:00,Cash,7,0.33,69,22.77,0022-09-08,,,,,
9345,WALM054,Sherman,Home and lifestyle,63,2,0022-03-30,10:28:00,Cash,3,0.21,126,26.46,0022-03-30,,,,,
9346,WALM050,Victoria,Fashion accessories,72,2,0020-04-16,10:49:00,Credit card,6,0.48,144,69.12,0020-04-16,,,,,
9347,WALM009,Plano,Home and lifestyle,34,2,0023-02-13,16:10:00,Cash,6,0.48,68,32.64,0023-02-13,,,,,
9348,WALM038,Sugar Land,Fashion accessories,32,3,0020-05-24,07:49:00,Cash,7,0.48,96,46.08,0020-05-24,,,,,
9349,WALM058,Port Arthur,Home and lifestyle,40,2,0020-12-31,11:16:00,Cash,4,0.33,80,26.4,0020-12-31,,,,,
9350,WALM035,San Angelo,Fashion accessories,60,2,0020-11-11,07:13:00,Cash,3,0.48,120,57.6,0020-11-11,,,,,
9351,WALM087,Waxahachie,Home and lifestyle,19,3,0020-04-24,11:23:00,Cash,7,0.33,57,18.81,0020-04-24,,,,,
9352,WALM032,Tyler,Fashion accessories,70,1,0022-06-22,14:54:00,Cash,3,0.48,70,33.6,0022-06-22,,,,,
9353,WALM030,Richardson,Home and lifestyle,47,3,0023-01-24,15:24:00,Cash,3,0.48,141,67.68,0023-01-24,,,,,
9354,WALM030,Richardson,Fashion accessories,61,2,0020-04-27,15:32:00,Cash,3,0.48,122,58.56,0020-04-27,,,,,
9355,WALM035,San Angelo,Home and lifestyle,31,2,0023-09-15,16:28:00,Cash,5,0.48,62,29.76,0023-09-15,,,,,
9356,WALM054,Sherman,Fashion accessories,50,1,0021-10-12,13:12:00,Cash,5,0.33,50,16.5,0021-10-12,,,,,
9357,WALM029,Round Rock,Home and lifestyle,82,3,0021-07-24,13:37:00,Cash,7,0.48,246,118.08,0021-07-24,,,,,
9358,WALM099,Weatherford,Fashion accessories,47,3,0022-11-07,13:03:00,Cash,6,0.18,141,25.38,0022-11-07,,,,,
9359,WALM055,Waxahachie,Home and lifestyle,63,2,0020-12-20,13:00:00,Cash,3,0.33,126,41.58,0020-12-20,,,,,
9360,WALM009,Plano,Fashion accessories,82,3,0023-07-19,07:08:00,Cash,4,0.48,246,118.08,0023-07-19,,,,,
9361,WALM075,San Marcos,Home and lifestyle,77,3,0021-10-17,11:33:00,Cash,4,0.33,231,76.23,0021-10-17,,,,,
9362,WALM009,Plano,Fashion accessories,83,3,0023-10-14,11:42:00,Cash,5,0.48,249,119.52,0023-10-14,,,,,
9363,WALM050,Victoria,Home and lifestyle,60,2,0020-03-29,15:06:00,Credit card,7,0.48,120,57.6,0020-03-29,,,,,
9364,WALM084,Schertz,Fashion accessories,46,1,0022-12-26,14:18:00,Cash,6,0.33,46,15.18,0022-12-26,,,,,
9365,WALM054,Sherman,Home and lifestyle,56,3,0020-09-22,09:11:00,Cash,7,0.21,168,35.28,0020-09-22,,,,,
9366,WALM065,Texas City,Fashion accessories,67,3,0023-06-13,07:29:00,Cash,6,0.33,201,66.33,0023-06-13,,,,,
9367,WALM038,Sugar Land,Home and lifestyle,66,2,0023-05-05,08:05:00,Cash,4,0.48,132,63.36,0023-05-05,,,,,
9368,WALM038,Sugar Land,Fashion accessories,15,3,0022-05-14,14:43:00,Cash,6,0.48,45,21.6,0022-05-14,,,,,
9369,WALM086,Rosenberg,Home and lifestyle,68,1,0020-11-17,09:09:00,Cash,5,0.33,68,22.44,0020-11-17,,,,,
9370,WALM029,Round Rock,Fashion accessories,53,1,0023-01-01,12:46:00,Cash,6,0.48,53,25.44,0023-01-01,,,,,
9371,WALM082,Weslaco,Home and lifestyle,84,1,0020-05-21,09:39:00,Cash,7,0.33,84,27.72,0020-05-21,,,,,
9372,WALM086,Rosenberg,Fashion accessories,29,1,0023-11-14,07:57:00,Cash,3,0.33,29,9.57,0023-11-14,,,,,
9373,WALM099,Weatherford,Home and lifestyle,79,3,0023-09-07,15:16:00,Cash,6,0.18,237,42.66,0023-09-07,,,,,
9374,WALM056,Rowlett,Fashion accessories,41,3,0023-08-25,07:05:00,Cash,4,0.33,123,40.59,0023-08-25,,,,,
9375,WALM073,Seguin,Home and lifestyle,40,2,0023-04-21,06:46:00,Cash,4,0.33,80,26.4,0023-04-21,,,,,
9376,WALM086,Rosenberg,Fashion accessories,17,3,0021-07-27,11:30:00,Cash,3,0.33,51,16.83,0021-07-27,,,,,
9377,WALM089,Southlake,Home and lifestyle,76,1,0020-01-05,14:13:00,Cash,5,0.33,76,25.08,0020-01-05,,,,,
9378,WALM056,Rowlett,Fashion accessories,30,1,0023-09-22,06:09:00,Cash,5,0.33,30,9.9,0023-09-22,,,,,
9379,WALM054,Sherman,Home and lifestyle,46,1,0022-04-30,14:42:00,Cash,5,0.21,46,9.66,0022-04-30,,,,,
9380,WALM087,Waxahachie,Fashion accessories,23,1,0021-12-15,11:49:00,Cash,7,0.33,23,7.59,0021-12-15,,,,,
9381,WALM073,Seguin,Home and lifestyle,63,2,0023-10-07,06:44:00,Cash,7,0.33,126,41.58,0023-10-07,,,,,
9382,WALM029,Round Rock,Fashion accessories,71,3,0023-01-28,14:10:00,Cash,5,0.48,213,102.24,0023-01-28,,,,,
9383,WALM065,Texas City,Home and lifestyle,83,2,0022-08-12,09:06:00,Cash,6,0.33,166,54.78,0022-08-12,,,,,
9384,WALM058,Port Arthur,Fashion accessories,52,2,0022-04-16,12:11:00,Cash,3,0.33,104,34.32,0022-04-16,,,,,
9385,WALM089,Southlake,Home and lifestyle,56,3,0022-01-22,07:05:00,Cash,3,0.33,168,55.44,0022-01-22,,,,,
9386,WALM055,Waxahachie,Fashion accessories,59,2,0022-02-02,06:50:00,Cash,4,0.33,118,38.94,0022-02-02,,,,,
9387,WALM046,Temple,Home and lifestyle,62,3,0020-12-22,06:37:00,Cash,4,0.48,186,89.28,0020-12-22,,,,,
9388,WALM003,San Antonio,Fashion accessories,72,3,0020-04-07,14:21:00,Cash,6,0.48,216,103.68,0020-04-07,,,,,
9389,WALM032,Tyler,Home and lifestyle,27,1,0022-02-07,08:35:00,Cash,7,0.48,27,12.96,0022-02-07,,,,,
9390,WALM099,Weatherford,Fashion accessories,83,3,0022-11-13,14:55:00,Cash,6,0.18,249,44.82,0022-11-13,,,,,
9391,WALM084,Schertz,Home and lifestyle,29,3,0021-10-01,07:26:00,Cash,7,0.33,87,28.71,0021-10-01,,,,,
9392,WALM075,San Marcos,Fashion accessories,28,2,0021-11-30,09:46:00,Cash,4,0.33,56,18.48,0021-11-30,,,,,
9393,WALM050,Victoria,Home and lifestyle,62,3,0020-08-26,12:37:00,Credit card,5,0.48,186,89.28,0020-08-26,,,,,
